EMPID, AnnualIncomeNeeded ,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,AvgOverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOption,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DiffFromSalary, CurrentSalary 
868," 87,360 ",38,44,2,4,3,1,4,1,8,0.23,4,3,1,1,3,3,1,0,0,0," 21,438 "," 65,922 "
1430," 164,320 ",40,80,4,3,3,5,3,0,5,0.14,3,4,0,21,2,3,20,15,1,12," 27,244 "," 137,076 "
1706," 187,200 ",26,101,3,1,3,1,4,1,4,0.22,4,2,2,3,3,1,3,2,0,2," 49,945 "," 137,255 "
454," 110,240 ",30,116,3,3,3,1,4,4,1,0.15,3,3,1,9,3,1,5,3,1,4," 22,158 "," 88,082 "
2716," 193,440 ",29,81,4,2,2,3,3,1,7,0.18,3,3,0,10,2,3,10,2,0,7," 41,164 "," 152,276 "
104," 147,680 ",29,50,5,3,2,1,2,5,15,0.16,3,2,0,6,2,4,2,2,1,1," 28,591 "," 119,089 "
2190," 108,160 ",19,39,2,1,2,1,4,1,1,0.12,3,3,0,1,3,4,1,0,0,0," 17,738 "," 90,422 "
2502," 143,520 ",30,61,4,3,3,3,1,0,12,0.11,3,3,0,10,3,3,9,8,7,8," 18,342 "," 125,178 "
1858," 116,480 ",57,74,3,1,2,4,4,3,2,0.12,3,3,1,32,3,2,1,0,0,0," 19,103 "," 97,377 "
648," 183,040 ",50,51,4,2,2,4,3,0,15,0.15,3,2,1,28,2,3,27,10,15,7," 36,791 "," 146,249 "
2250," 101,920 ",30,58,3,3,3,1,4,0,5,0.14,3,3,0,12,2,2,11,7,6,7," 17,775 "," 84,145 "
2552," 166,400 ",60,99,3,3,2,3,1,4,14,0.19,3,4,0,22,5,4,18,13,13,11," 35,660 "," 130,740 "
1508," 135,200 ",47,39,2,1,3,2,4,5,11,0.13,3,3,3,20,2,3,5,0,0,4," 21,105 "," 114,095 "
1544," 106,080 ",46,41,3,1,3,4,3,6,12,0.13,3,3,0,26,2,1,3,2,0,1," 15,636 "," 90,444 "
2814," 95,680 ",35,34,3,4,1,1,3,0,4,0.15,3,3,0,6,2,3,5,4,4,3," 19,232 "," 76,448 "
1154," 87,360 ",54,58,4,3,3,2,3,7,2,0.11,3,3,0,19,3,3,1,0,0,0," 13,497 "," 73,863 "
730," 128,960 ",34,79,4,4,2,1,3,3,7,0.12,3,3,1,14,3,3,7,3,5,7," 17,745 "," 111,215 "
276," 195,520 ",46,25,3,3,2,3,4,2,1,0.19,3,3,1,15,3,3,3,2,1,2," 45,067 "," 150,453 "
1428," 68,640 ",31,34,1,3,3,3,2,1,10,0.25,4,4,1,13,6,4,13,8,0,8," 20,249 "," 48,391 "
1404," 116,480 ",33,113,1,2,3,3,3,7,15,0.12,3,4,0,15,2,4,7,6,7,7," 19,103 "," 97,377 "
2796," 79,040 ",33,54,1,1,1,1,4,7,9,0.13,3,1,3,8,2,3,4,3,1,3," 13,713 "," 65,327 "
888," 118,560 ",30,95,1,4,3,1,2,0,5,0.14,3,1,0,4,3,3,3,2,1,2," 18,638 "," 99,922 "
2342," 149,760 ",35,21,3,4,3,3,3,4,6,0.12,3,3,0,10,2,3,8,7,0,0," 23,243 "," 126,517 "
2722," 137,280 ",31,98,3,1,3,3,3,3,13,0.12,3,1,0,12,2,3,1,0,0,0," 23,722 "," 113,558 "
1174," 89,440 ",34,93,3,2,3,3,1,9,9,0.15,3,3,3,11,2,3,3,2,0,2," 17,217 "," 72,223 "
1638," 201,760 ",42,41,2,2,3,1,3,4,9,0.17,3,4,1,8,4,3,2,2,2,0," 39,323 "," 162,437 "
768," 66,560 ",36,83,4,2,3,3,4,1,14,0.14,3,4,0,10,3,2,10,3,9,7," 12,180 "," 54,380 "
2598," 205,920 ",22,27,1,3,2,1,3,5,15,0.16,3,3,0,4,3,3,2,2,1,2," 43,326 "," 162,594 "
2914," 76,960 ",48,12,5,2,3,2,4,2,4,0.14,3,1,1,14,2,3,9,7,6,7," 12,760 "," 64,200 "
1298," 172,640 ",55,44,5,1,3,4,2,3,10,0.23,4,4,0,37,2,3,10,9,7,7," 47,683 "," 124,957 "
1818," 116,480 ",41,74,2,4,3,2,4,7,10,0.14,3,4,0,16,3,3,14,3,1,10," 21,316 "," 95,164 "
1214," 176,800 ",35,79,3,2,3,2,3,9,12,0.11,3,3,0,15,2,3,11,9,6,9," 22,595 "," 154,205 "
2876," 156,000 ",40,105,3,2,3,4,3,7,1,0.15,3,3,0,22,3,3,20,6,5,13," 31,356 "," 124,644 "
2306," 99,840 ",39,19,1,3,3,1,3,1,5,0.11,3,1,1,8,3,3,8,3,0,7," 13,648 "," 86,192 "
1654," 160,160 ",31,52,1,2,3,2,4,4,9,0.13,3,3,0,10,2,4,6,5,0,5," 26,394 "," 133,766 "
1472," 116,480 ",42,29,3,4,3,3,1,1,8,0.21,4,4,1,10,5,2,10,9,5,8," 26,301 "," 90,179 "
2908," 126,880 ",45,61,3,4,3,2,2,0,10,0.19,3,2,1,9,3,4,8,7,3,7," 28,218 "," 98,662 "
1836," 120,640 ",26,61,4,2,3,1,3,0,7,0.11,3,2,1,8,2,2,7,7,1,0," 18,639 "," 102,001 "
2852," 70,720 ",29,37,3,4,3,2,4,4,11,0.12,3,2,2,8,2,4,3,2,1,2," 12,220 "," 58,500 "
2720," 197,600 ",33,47,5,1,4,4,3,4,13,0.19,3,3,1,10,2,3,6,1,0,5," 40,745 "," 156,855 "
2468," 91,520 ",31,32,3,3,2,3,4,9,7,0.21,4,3,1,10,3,2,5,4,0,1," 21,388 "," 70,132 "
1868," 143,520 ",18,99,3,2,3,1,2,1,13,0.14,3,4,0,0,3,3,0,0,0,0," 22,561 "," 120,959 "
1090," 120,640 ",40,14,3,3,1,3,1,3,15,0.15,3,3,1,20,2,3,1,0,0,1," 23,223 "," 97,417 "
2674," 128,960 ",41,38,4,1,2,2,3,2,14,0.17,3,1,0,10,3,3,8,7,0,7," 27,275 "," 101,685 "
2470," 93,600 ",26,51,2,1,3,2,3,5,9,0.12,3,1,2,8,5,3,0,0,0,0," 12,879 "," 80,721 "
962," 166,400 ",35,9,3,1,3,2,3,1,12,0.16,3,4,0,5,3,3,5,4,0,3," 32,215 "," 134,185 "
2158," 153,920 ",34,112,4,4,4,2,4,1,15,0.12,3,4,0,10,3,3,10,7,5,7," 25,243 "," 128,677 "
2780," 137,280 ",26,48,3,3,1,1,4,1,5,0.18,3,2,0,1,3,1,1,0,0,0," 28,087 "," 109,193 "
432," 122,720 ",37,94,3,2,3,3,4,4,2,0.17,3,4,0,12,3,4,6,5,1,2," 26,974 "," 95,746 "
1854," 178,880 ",46,78,1,1,3,3,3,5,11,0.11,3,4,0,28,3,2,2,2,1,2," 22,861 "," 156,019 "
2290," 189,280 ",41,51,5,2,3,4,1,7,10,0.16,3,2,1,22,2,3,18,16,11,8," 38,235 "," 151,045 "
1738," 143,520 ",37,112,4,1,3,3,2,1,3,0.13,3,4,1,9,6,3,9,5,7,7," 21,155 "," 122,365 "
272," 162,240 ",52,21,2,4,3,2,1,3,1,0.12,3,2,2,18,3,3,10,9,6,9," 28,035 "," 134,205 "
638," 124,800 ",32,26,4,4,4,2,3,8,15,0.12,3,4,0,6,2,3,4,2,1,2," 18,271 "," 106,529 "
450," 79,040 ",24,52,3,4,3,1,4,0,11,0.13,3,3,2,3,3,3,2,2,2,1," 11,650 "," 67,390 "
1590," 158,080 ",38,30,3,3,3,2,3,3,10,0.19,3,3,1,18,4,3,1,0,0,0," 33,877 "," 124,203 "
1996," 135,200 ",37,39,4,2,3,2,2,6,15,0.12,3,2,1,8,2,2,6,5,4,3," 23,363 "," 111,837 "
296," 120,640 ",49,69,4,4,2,5,3,1,6,0.17,3,3,1,31,5,3,31,9,0,9," 25,515 "," 95,125 "
314," 185,120 ",24,120,3,2,4,1,4,1,7,0.11,3,2,2,6,3,3,6,5,1,4," 26,953 "," 158,167 "
2390," 137,280 ",26,45,2,1,3,2,2,1,15,0.2,4,4,2,6,5,4,5,3,1,4," 31,849 "," 105,431 "
1030," 195,520 ",24,26,2,4,2,1,2,1,12,0.21,4,4,1,1,2,3,1,0,0,0," 44,148 "," 151,372 "
2744," 205,920 ",50,45,3,1,3,5,2,1,12,0.11,3,3,1,32,2,3,32,5,10,7," 28,149 "," 177,771 "
1934," 83,200 ",25,121,1,2,3,1,3,1,6,0.11,3,3,0,7,1,3,7,4,0,6," 12,854 "," 70,346 "
466," 114,400 ",24,71,3,1,3,1,3,1,5,0.16,3,4,1,6,4,3,6,3,1,2," 22,148 "," 92,252 "
458," 153,920 ",30,23,4,2,2,1,1,1,5,0.18,3,3,1,1,2,4,1,0,0,0," 30,230 "," 123,690 "
1546," 172,640 ",34,59,2,2,2,1,4,1,2,0.13,3,4,1,6,3,3,6,5,1,3," 31,455 "," 141,185 "
2070," 95,680 ",31,45,4,2,3,2,1,2,11,0.17,3,3,0,9,2,1,3,1,1,2," 21,030 "," 74,650 "
22," 112,320 ",35,95,2,1,2,2,4,4,13,0.14,3,4,0,9,3,3,3,2,0,2," 20,555 "," 91,765 "
2630," 137,280 ",31,26,4,1,4,2,4,4,4,0.22,4,4,2,13,4,4,7,7,5,7," 36,626 "," 100,654 "
2698," 137,280 ",27,108,4,1,2,1,3,0,1,0.12,3,3,2,6,5,2,5,3,0,3," 22,514 "," 114,766 "
2820," 156,000 ",37,39,3,4,3,2,3,4,6,0.11,3,3,1,17,3,2,3,0,1,0," 19,937 "," 136,063 "
2042," 172,640 ",20,96,3,4,2,1,2,1,10,0.13,3,4,0,1,0,4,1,0,0,0," 28,451 "," 144,189 "
926," 168,480 ",42,31,4,3,3,2,4,1,5,0.13,3,2,2,10,4,3,10,2,2,2," 30,697 "," 137,783 "
1268," 104,000 ",43,54,4,2,2,4,4,4,4,0.14,3,3,1,21,3,2,1,0,0,0," 19,032 "," 84,968 "
1178," 89,440 ",38,104,1,3,3,1,1,3,2,0.17,3,4,0,8,3,2,0,0,0,0," 18,174 "," 71,266 "
630," 149,760 ",43,58,5,4,3,2,3,3,7,0.13,3,2,1,10,3,3,8,7,4,7," 27,286 "," 122,474 "
228," 83,200 ",48,117,4,4,2,4,1,7,9,0.11,3,1,1,21,3,1,3,2,0,2," 10,633 "," 72,567 "
696," 104,000 ",44,10,4,1,2,2,3,4,11,0.11,3,2,0,10,1,4,2,2,0,2," 13,291 "," 90,709 "
1292," 64,480 ",34,42,3,3,3,1,3,1,9,0.18,3,4,2,8,3,3,8,2,0,6," 13,193 "," 51,287 "
222," 176,800 ",27,54,1,3,3,1,1,0,6,0.11,3,2,1,5,3,3,4,3,0,2," 24,169 "," 152,631 "
334," 101,920 ",21,73,1,3,3,1,3,1,8,0.11,3,3,0,3,2,3,3,2,1,2," 14,840 "," 87,080 "
2614," 72,800 ",44,44,4,4,3,5,4,4,3,0.12,3,1,1,26,2,4,2,2,0,1," 10,017 "," 62,783 "
2078," 143,520 ",22,23,1,1,3,1,3,0,6,0.2,4,4,0,3,3,3,2,2,2,2," 35,593 "," 107,927 "
2350," 81,120 ",33,113,4,3,3,2,3,0,8,0.12,3,4,0,6,3,3,5,0,1,2," 11,876 "," 69,244 "
744," 191,360 ",32,56,4,1,3,2,4,1,5,0.12,3,4,1,6,2,2,6,4,0,5," 33,067 "," 158,293 "
1248," 147,680 ",30,77,3,3,3,1,3,1,9,0.2,4,3,1,1,2,3,1,0,0,0," 36,625 "," 111,055 "
1898," 70,720 ",53,69,1,4,3,2,1,7,1,0.2,4,4,0,18,2,4,14,7,8,10," 16,407 "," 54,313 "
2314," 87,360 ",34,111,5,2,3,1,4,1,2,0.12,3,4,1,10,4,2,10,9,8,8," 12,021 "," 75,339 "
204," 208,000 ",45,81,4,1,3,2,1,2,4,0.14,3,4,2,5,4,3,1,1,0,0," 34,486 "," 173,514 "
880," 147,680 ",26,51,3,3,3,1,4,1,15,0.13,3,3,1,3,2,3,3,2,0,2," 25,622 "," 122,058 "
2864," 74,880 ",37,114,3,3,3,3,3,1,7,0.15,3,3,1,10,2,3,10,7,7,8," 12,505 "," 62,375 "
2656," 128,960 ",29,9,2,2,3,2,3,1,2,0.14,3,1,1,6,5,2,6,0,1,2," 20,273 "," 108,687 "
140," 170,560 ",35,64,4,2,1,2,4,1,8,0.13,3,2,0,17,3,3,17,11,11,8," 31,076 "," 139,484 "
1124," 62,400 ",33,95,3,3,3,2,4,3,4,0.23,4,3,1,15,2,1,13,11,4,7," 17,235 "," 45,165 "
1426," 183,040 ",54,65,4,3,3,3,2,2,13,0.15,3,3,1,16,1,4,9,7,7,1," 30,568 "," 152,472 "
2012," 99,840 ",36,71,2,2,2,2,2,2,9,0.11,3,3,1,13,2,3,3,2,0,2," 13,648 "," 86,192 "
482," 112,320 ",27,77,4,1,2,1,4,0,11,0.13,3,4,0,5,0,3,4,2,1,1," 18,510 "," 93,810 "
2798," 66,560 ",20,84,1,4,3,1,3,1,13,0.11,3,4,0,1,5,3,1,0,1,1," 9,691 "," 56,869 "
1684," 145,600 ",33,109,3,1,3,1,1,1,10,0.11,3,1,0,10,3,3,10,8,9,7," 19,904 "," 125,696 "
1572," 85,280 ",35,53,3,3,2,1,3,1,9,0.18,3,3,2,1,3,3,1,0,0,0," 18,148 "," 67,132 "
2214," 120,640 ",23,31,3,1,4,1,1,2,12,0.16,3,1,1,5,3,4,3,2,0,2," 23,356 "," 97,284 "
2524," 118,560 ",25,88,3,4,4,2,2,0,4,0.22,4,3,1,4,4,3,3,2,1,2," 28,858 "," 89,702 "
2582," 95,680 ",38,122,4,4,2,2,4,0,2,0.2,4,1,0,8,2,3,7,7,0,5," 22,963 "," 72,717 "
2912," 158,080 ",29,46,4,2,1,1,4,1,9,0.18,3,4,1,10,5,3,10,7,2,8," 34,936 "," 123,144 "
206," 116,480 ",48,113,1,2,4,2,2,3,5,0.12,3,4,0,12,3,3,2,2,2,2," 19,103 "," 97,377 "
1708," 147,680 ",27,36,1,4,4,2,4,1,8,0.2,4,2,2,6,3,3,6,5,0,4," 33,080 "," 114,600 "
2700," 166,400 ",37,22,2,4,4,1,4,3,12,0.17,3,1,0,4,2,3,1,0,0,0," 33,812 "," 132,588 "
1958," 153,920 ",50,52,1,4,4,1,3,1,14,0.11,3,3,3,20,3,3,20,8,3,8," 19,671 "," 134,249 "
1976," 95,680 ",34,108,3,4,2,3,2,1,10,0.14,3,2,0,9,3,4,8,7,7,7," 15,864 "," 79,816 "
1570," 135,200 ",24,15,2,1,3,2,3,9,15,0.14,3,1,0,4,3,3,2,2,2,0," 21,253 "," 113,947 "
418," 166,400 ",39,90,4,4,2,2,3,1,11,0.11,3,1,0,20,4,3,20,7,11,10," 25,709 "," 140,691 "
1906," 114,400 ",32,77,3,4,3,2,4,1,8,0.12,3,4,0,10,2,2,10,7,0,8," 15,741 "," 98,659 "
2044," 104,000 ",50,96,2,2,3,2,3,3,10,0.14,3,1,1,18,4,3,4,3,1,3," 19,032 "," 84,968 "
742," 68,640 ",38,43,4,2,4,2,4,0,10,0.13,3,3,0,10,4,2,9,7,1,8," 10,715 "," 57,925 "
702," 141,440 ",27,119,2,3,3,3,1,1,4,0.11,3,4,0,9,3,3,9,7,0,7," 21,852 "," 119,588 "
2298," 81,120 ",32,92,2,3,3,3,4,3,2,0.15,3,4,0,10,6,3,7,7,7,7," 16,305 "," 64,815 "
2804," 87,360 ",47,42,4,4,3,2,1,2,10,0.12,3,4,0,20,2,3,7,7,1,7," 13,558 "," 73,802 "
110," 99,840 ",40,110,4,4,2,3,1,5,13,0.21,4,3,1,20,2,3,18,13,1,12," 24,910 "," 74,930 "
1444," 122,720 ",53,89,3,3,4,4,3,3,12,0.19,3,3,0,32,3,3,5,1,1,3," 29,281 "," 93,439 "
996," 151,840 ",41,41,4,2,2,5,4,3,13,0.15,3,2,3,23,2,2,21,6,12,6," 25,357 "," 126,483 "
1954," 174,720 ",60,115,4,1,3,2,1,8,6,0.14,3,4,0,10,1,3,2,2,2,2," 33,476 "," 141,244 "
814," 66,560 ",27,83,2,4,3,3,1,1,7,0.21,4,3,2,9,4,2,9,7,1,7," 16,081 "," 50,479 "
452," 122,720 ",41,60,3,4,2,5,3,1,2,0.12,3,2,1,22,3,3,22,7,2,10," 19,046 "," 103,674 "
26," 112,320 ",50,36,4,4,3,1,2,7,4,0.15,3,4,1,4,2,3,2,2,2,2," 19,712 "," 92,608 "
1498," 139,360 ",28,45,2,1,1,1,2,7,12,0.13,3,4,0,10,4,3,7,7,3,7," 25,391 "," 113,969 "
2824," 131,040 ",36,88,3,1,4,3,1,9,2,0.14,3,1,1,10,2,3,8,7,0,5," 22,853 "," 108,187 "
2528," 168,480 ",38,57,3,3,3,3,3,4,13,0.14,3,4,0,10,4,4,1,0,0,0," 29,383 "," 139,097 "
2092," 101,920 ",44,51,3,1,1,1,3,2,2,0.14,3,3,0,9,5,3,5,2,1,4," 19,528 "," 82,392 "
708," 101,920 ",47,48,3,4,3,4,3,9,11,0.12,3,4,2,28,2,2,22,2,11,13," 17,612 "," 84,308 "
2604," 205,920 ",30,41,5,3,3,2,4,7,2,0.23,4,4,1,10,2,2,8,7,7,7," 50,533 "," 155,387 "
1094," 205,920 ",29,56,3,3,3,1,3,1,8,0.11,3,3,0,1,6,3,1,0,0,0," 29,982 "," 175,938 "
870," 118,560 ",42,44,3,3,4,1,3,6,6,0.12,3,4,0,7,2,3,2,2,2,2," 17,357 "," 101,203 "
2396," 97,760 ",43,51,3,4,2,2,4,3,8,0.18,3,3,1,7,5,3,2,2,2,2," 21,605 "," 76,155 "
1486," 199,680 ",34,50,2,2,3,2,3,3,5,0.11,3,4,0,10,2,3,5,1,4,3," 29,073 "," 170,607 "
644," 76,960 ",23,36,1,2,3,1,1,1,10,0.14,3,4,1,5,2,4,4,3,0,2," 13,422 "," 63,538 "
2410," 91,520 ",39,82,3,3,4,2,2,9,15,0.15,3,3,1,12,3,1,8,3,3,6," 18,396 "," 73,124 "
598," 168,480 ",56,17,3,3,3,4,4,7,11,0.11,3,3,0,30,1,2,10,7,1,1," 23,031 "," 145,449 "
1586," 178,880 ",40,64,1,4,2,1,4,0,15,0.2,4,4,0,5,2,2,4,2,2,3," 40,069 "," 138,811 "
1010," 114,400 ",27,66,3,4,2,2,1,8,8,0.19,3,1,0,9,2,1,7,6,0,7," 27,296 "," 87,104 "
424," 172,640 ",29,34,3,4,3,1,2,1,4,0.14,3,4,2,2,2,3,2,2,2,2," 28,624 "," 144,016 "
954," 178,880 ",53,25,3,4,3,2,4,2,3,0.17,3,4,0,19,4,3,2,2,2,2," 34,864 "," 144,016 "
1748," 126,880 ",35,70,4,4,3,2,1,2,4,0.11,3,1,1,16,2,4,1,0,0,0," 19,603 "," 107,277 "
660," 166,400 ",32,29,4,1,3,2,4,1,11,0.15,3,4,2,10,2,3,10,8,4,7," 33,446 "," 132,954 "
2500," 191,360 ",38,106,5,4,3,1,3,6,4,0.13,3,2,1,6,0,1,1,0,0,1," 29,871 "," 161,489 "
270," 66,560 ",34,70,5,2,3,2,1,3,3,0.14,3,3,1,7,3,3,0,0,0,0," 10,463 "," 56,097 "
2844," 64,480 ",52,60,4,3,2,4,1,1,14,0.11,3,1,0,34,3,4,34,6,1,16," 9,388 "," 55,092 "
2638," 131,040 ",33,90,4,4,3,1,4,1,10,0.13,3,3,0,10,2,2,10,9,7,8," 21,595 "," 109,445 "
2416," 66,560 ",25,17,1,3,3,2,4,1,8,0.23,4,2,0,6,5,2,6,5,1,4," 18,384 "," 48,176 "
2558," 95,680 ",45,46,2,2,1,2,3,0,4,0.13,3,1,0,9,3,3,8,7,3,1," 14,103 "," 81,577 "
1820," 164,320 ",23,62,1,1,4,1,3,1,2,0.18,3,4,0,2,3,3,2,2,0,2," 34,967 "," 129,353 "
688," 160,160 ",47,94,2,2,4,2,3,4,13,0.12,3,4,0,8,2,3,5,4,1,3," 27,676 "," 132,484 "
1602," 124,800 ",34,56,3,4,3,2,4,1,13,0.22,4,3,0,6,5,3,6,5,1,4," 32,323 "," 92,477 "
2262," 162,240 ",55,46,3,4,3,5,1,5,3,0.13,3,4,1,24,2,3,5,2,1,4," 23,914 "," 138,326 "
2694," 158,080 ",36,117,4,1,2,3,1,1,15,0.15,3,2,0,10,1,3,10,7,0,9," 30,430 "," 127,650 "
2066," 85,280 ",52,18,4,4,3,1,4,0,5,0.18,3,1,1,5,3,3,4,3,1,2," 17,448 "," 67,832 "
410," 147,680 ",26,36,2,1,1,1,4,3,3,0.14,3,1,1,5,2,3,2,2,2,0," 28,295 "," 119,385 "
2564," 137,280 ",29,111,3,2,3,2,3,4,11,0.12,3,1,1,11,3,2,8,7,1,1," 20,098 "," 117,182 "
2430," 79,040 ",26,112,3,4,2,2,1,6,6,0.17,3,3,0,6,2,2,4,3,1,2," 16,061 "," 62,979 "
1098," 149,760 ",34,25,4,2,4,1,4,2,11,0.16,3,3,0,10,2,3,4,2,1,3," 28,994 "," 120,766 "
1696," 197,600 ",54,102,4,4,3,2,1,9,6,0.11,3,2,2,9,4,3,5,3,1,4," 32,288 "," 165,312 "
1448," 174,720 ",27,79,1,3,3,2,4,0,6,0.19,3,2,1,5,3,3,4,2,1,1," 40,273 "," 134,447 "
860," 170,560 ",37,67,1,4,3,1,1,0,8,0.13,3,2,2,6,3,2,5,3,4,3," 28,108 "," 142,452 "
1988," 156,000 ",38,75,4,1,4,2,1,6,10,0.12,3,4,0,17,2,3,15,7,4,12," 21,466 "," 134,534 "
942," 178,880 ",34,57,4,3,2,1,1,1,2,0.11,3,3,0,6,3,3,6,5,1,3," 27,637 "," 151,243 "
2166," 149,760 ",35,10,4,1,3,1,4,1,4,0.16,3,2,1,3,1,2,3,2,0,2," 26,478 "," 123,282 "
2382," 79,040 ",30,119,3,4,1,1,3,3,1,0.21,4,3,2,7,2,3,2,2,0,2," 20,345 "," 58,695 "
316," 79,040 ",40,87,2,3,4,2,2,1,9,0.24,4,4,1,8,2,3,8,7,3,7," 21,372 "," 57,668 "
82," 193,440 ",34,109,2,3,3,2,1,5,4,0.17,3,2,1,6,1,3,3,2,1,2," 42,518 "," 150,922 "
2792," 137,280 ",42,77,3,2,3,5,4,1,10,0.13,3,2,1,24,4,2,24,7,14,9," 25,012 "," 112,268 "
774," 131,040 ",23,104,3,3,4,1,1,1,9,0.21,4,3,2,1,2,3,0,0,0,0," 29,589 "," 101,451 "
560," 124,800 ",24,34,3,3,2,1,2,1,13,0.11,3,3,3,1,4,3,1,0,0,0," 18,171 "," 106,629 "
2590," 170,560 ",52,91,4,4,3,2,3,8,4,0.2,4,2,1,9,3,3,5,2,1,4," 38,205 "," 132,355 "
1670," 133,120 ",50,38,3,3,3,4,3,5,4,0.16,3,4,0,30,3,3,4,3,0,3," 23,536 "," 109,584 "
1332," 74,880 ",29,19,2,2,2,1,1,1,2,0.11,3,4,1,1,1,3,1,0,0,0," 10,236 "," 64,644 "
1452," 101,920 ",33,57,3,3,3,3,3,0,4,0.11,3,4,0,14,3,4,13,9,3,7," 15,747 "," 86,173 "
2736," 143,520 ",33,118,3,1,3,2,1,5,14,0.15,3,3,0,6,3,3,3,2,0,2," 25,188 "," 118,332 "
1648," 68,640 ",47,58,2,3,3,4,4,1,8,0.11,3,3,1,26,3,2,26,14,3,0," 11,216 "," 57,424 "
752," 72,800 ",36,39,3,3,3,2,2,0,4,0.15,3,1,1,10,2,3,9,7,0,5," 12,158 "," 60,642 "
508," 168,480 ",29,41,2,3,4,1,3,1,15,0.24,4,3,1,10,3,3,10,7,0,7," 42,996 "," 125,484 "
2354," 64,480 ",58,42,4,4,3,5,2,7,8,0.12,3,4,0,40,2,3,31,15,13,8," 10,575 "," 53,905 "
904," 83,200 ",35,73,4,4,4,1,3,3,2,0.13,3,3,0,7,0,3,2,2,2,2," 12,264 "," 70,936 "
1308," 89,440 ",42,24,2,4,2,2,4,9,12,0.13,3,4,1,8,4,3,4,3,0,2," 14,740 "," 74,700 "
2276," 95,680 ",28,21,4,3,3,1,3,6,7,0.17,3,4,0,5,3,2,2,2,2,1," 19,442 "," 76,238 "
496," 74,880 ",36,68,3,3,3,1,2,4,4,0.13,3,2,1,8,2,3,5,2,0,4," 13,643 "," 61,237 "
54," 203,840 ",32,77,3,3,2,2,3,1,7,0.12,3,3,1,14,3,3,14,13,6,8," 29,842 "," 173,998 "
1576," 106,080 ",40,96,4,1,2,2,3,6,13,0.14,3,4,0,10,6,3,1,0,0,0," 17,588 "," 88,492 "
2686," 108,160 ",30,49,3,3,2,2,4,5,2,0.24,4,2,0,12,4,2,0,0,0,0," 30,890 "," 77,270 "
574," 197,600 ",45,120,3,2,2,1,3,1,1,0.14,3,4,0,1,3,3,1,0,0,0," 34,461 "," 163,139 "
1338," 203,840 ",42,83,3,2,3,2,2,1,12,0.13,3,4,1,10,3,2,9,8,7,8," 31,819 "," 172,021 "
1692," 93,600 ",38,22,3,1,2,2,1,2,11,0.15,3,3,1,13,3,2,4,3,1,2," 17,222 "," 76,378 "
1164," 208,000 ",34,66,4,3,2,1,4,1,7,0.16,3,3,0,6,3,3,5,2,1,3," 43,763 "," 164,237 "
2098," 89,440 ",49,28,3,3,3,3,4,1,4,0.18,3,1,2,9,3,4,9,8,7,7," 18,299 "," 71,141 "
2040," 76,960 ",55,55,1,3,3,2,4,4,13,0.16,3,3,0,12,3,2,9,7,7,3," 13,607 "," 63,353 "
186," 195,520 ",43,46,2,2,3,4,1,6,7,0.24,4,3,1,22,3,3,4,1,1,0," 49,897 "," 145,623 "
1940," 87,360 ",27,119,1,3,2,3,4,1,11,0.16,3,2,1,9,3,3,9,8,0,8," 16,913 "," 70,447 "
40," 122,720 ",35,31,3,3,3,3,3,3,4,0.21,4,2,0,17,3,4,8,5,1,6," 31,588 "," 91,132 "
2284," 168,480 ",28,10,4,2,3,2,2,1,10,0.2,4,1,0,8,2,3,8,7,7,5," 37,740 "," 130,740 "
1980," 183,040 ",34,9,2,3,3,1,4,0,12,0.19,3,3,1,4,1,1,3,2,0,2," 39,225 "," 143,815 "
134," 183,040 ",26,44,2,3,2,1,3,1,13,0.14,3,1,1,8,2,3,8,7,1,7," 31,922 "," 151,118 "
1258," 104,000 ",27,107,3,4,3,1,4,1,8,0.11,3,3,3,0,6,2,0,0,0,0," 16,068 "," 87,932 "
694," 137,280 ",51,10,4,1,3,4,3,2,3,0.14,3,3,1,29,2,2,20,6,4,17," 26,303 "," 110,977 "
1938," 104,000 ",44,101,3,4,3,2,2,9,13,0.12,3,4,0,10,2,2,5,2,2,3," 16,141 "," 87,859 "
884," 135,200 ",25,58,1,1,4,1,1,7,2,0.13,3,3,0,6,3,2,4,3,0,1," 23,457 "," 111,743 "
1792," 99,840 ",33,98,3,1,4,2,1,1,8,0.22,4,1,1,9,5,3,9,8,0,8," 25,080 "," 74,760 "
1128," 110,240 ",35,49,1,3,2,1,1,1,9,0.11,3,4,0,6,3,2,6,5,1,1," 16,051 "," 94,189 "
2188," 116,480 ",36,58,2,2,3,2,4,1,9,0.14,3,4,1,18,1,2,18,14,4,11," 18,311 "," 98,169 "
1496," 151,840 ",32,12,4,2,3,2,4,2,15,0.11,3,3,1,8,3,2,5,2,0,3," 19,405 "," 132,435 "
1768," 156,000 ",30,98,4,2,2,1,4,9,2,0.12,3,2,1,10,3,2,5,4,0,3," 24,211 "," 131,789 "
274," 162,240 ",53,63,2,1,2,3,4,7,6,0.18,3,4,1,35,3,3,5,2,0,4," 35,855 "," 126,385 "
